plantă vegetală
descurca ajunge
ajunge descurca
osteni trudi
trudi osteni
încheia ieși
încheia sfârși
încheia termina
ieși încheia
ieși sfârși
ieși termina
sfârși încheia
sfârși ieși
sfârși termina
termina încheia
termina ieși
termina sfârși
cățăra cocoța
cocoța cățăra
înrola înscrie
înscrie înrola
decepționa dezamăgi
decepționa deziluziona
dezamăgi decepționa
dezamăgi deziluziona
deziluziona decepționa
deziluziona dezamăgi
transmite da
da transmite
desface plasa
desface vinde
plasa desface
plasa vinde
vinde desface
vinde plasa
discuta vorbi
vorbi discuta
furniza livra
livra furniza
ierta scuza
scuza ierta
încerca gusta
gusta încerca
târgui tocmi
tocmi târgui
înțelege conveni
conveni înțelege
învoi înțelege
înțelege învoi
privi uita
uita privi
sui urca
urca sui
târgui tocmi
târgui certa
tocmi târgui
tocmi certa
certa târgui
certa tocmi
profita beneficia
beneficia profita
comporta purta
purta comporta
încerca proba
proba încerca
epuiza isprăvi
epuiza termina
epuiza sfârși
isprăvi epuiza
isprăvi termina
isprăvi sfârși
termina epuiza
termina isprăvi
termina sfârși
sfârși epuiza
sfârși isprăvi
sfârși termina
comporta purta
purta comporta
deține poseda
poseda deține
sălta sări
sări sălta
înveli acoperi
acoperi înveli
reuși trece
trece reuși
îngrijora neliniști
îngrijora teme
neliniști îngrijora
neliniști teme
teme îngrijora
teme neliniști
încorona încununa
încununa încorona
digera mistui
mistui digera
schimba transforma
transforma schimba
presupune bănui
bănui presupune
înregistra arde
arde înregistra
pufni sufla
sufla pufni
atinge leza
leza atinge
crește spori
spori crește
închina toasta
toasta închina
plănui orchestra
orchestra plănui
evapora vaporiza
vaporiza evapora
jindui năzui
jindui râvni
jindui ținti
năzui jindui
năzui râvni
năzui ținti
râvni jindui
râvni năzui
râvni ținti
ținti jindui
ținti năzui
ținti râvni
seduce face
face seduce
năuci zăpăci
zăpăci năuci
găzdui primi
primi găzdui
înmagazina acumula
înmagazina aduna
înmagazina concentra
înmagazina strânge
acumula înmagazina
acumula aduna
acumula concentra
acumula strânge
aduna înmagazina
aduna acumula
aduna concentra
aduna strânge
concentra înmagazina
concentra acumula
concentra aduna
concentra strânge
strânge înmagazina
strânge acumula
strânge aduna
strânge concentra
castra emascula
castra jugăni
castra scopi
emascula castra
emascula jugăni
emascula scopi
jugăni castra
jugăni emascula
jugăni scopi
scopi castra
scopi emascula
scopi jugăni
pretinde susține
susține pretinde
încetini întârzia
întârzia încetini
deranja osteni
osteni deranja
hurui urui
hurui hui
hurui vui
urui hurui
urui hui
urui vui
hui hurui
hui urui
hui vui
vui hurui
vui urui
vui hui
asmuți întărâta
întărâta asmuți
rămâne sta
sta rămâne
amăgi păcăli
amăgi prosti
amăgi înșela
păcăli amăgi
păcăli prosti
păcăli înșela
prosti amăgi
prosti păcăli
prosti înșela
înșela amăgi
înșela păcăli
înșela prosti
lua târgui
târgui lua
reprima cenzura
cenzura reprima
canoni căzni
canoni chinui
canoni forța
canoni munci
canoni necăji
canoni osteni
canoni sforța
canoni sili
canoni strădui
canoni trudi
canoni zbate
căzni canoni
căzni chinui
căzni forța
căzni munci
căzni necăji
căzni osteni
căzni sforța
căzni sili
căzni strădui
căzni trudi
căzni zbate
chinui canoni
chinui căzni
chinui forța
chinui munci
chinui necăji
chinui osteni
chinui sforța
chinui sili
chinui strădui
chinui trudi
chinui zbate
forța canoni
forța căzni
forța chinui
forța munci
forța necăji
forța osteni
forța sforța
forța sili
forța strădui
forța trudi
forța zbate
munci canoni
munci căzni
munci chinui
munci forța
munci necăji
munci osteni
munci sforța
munci sili
munci strădui
munci trudi
munci zbate
necăji canoni
necăji căzni
necăji chinui
necăji forța
necăji munci
necăji osteni
necăji sforța
necăji sili
necăji strădui
necăji trudi
necăji zbate
osteni canoni
osteni căzni
osteni chinui
osteni forța
osteni munci
osteni necăji
osteni sforța
osteni sili
osteni strădui
osteni trudi
osteni zbate
sforța canoni
sforța căzni
sforța chinui
sforța forța
sforța munci
sforța necăji
sforța osteni
sforța sili
sforța strădui
sforța trudi
sforța zbate
sili canoni
sili căzni
sili chinui
sili forța
sili munci
sili necăji
sili osteni
sili sforța
sili strădui
sili trudi
sili zbate
strădui canoni
strădui căzni
strădui chinui
strădui forța
strădui munci
strădui necăji
strădui osteni
strădui sforța
strădui sili
strădui trudi
strădui zbate
trudi canoni
trudi căzni
trudi chinui
trudi forța
trudi munci
trudi necăji
trudi osteni
trudi sforța
trudi sili
trudi strădui
trudi zbate
zbate canoni
zbate căzni
zbate chinui
zbate forța
zbate munci
zbate necăji
zbate osteni
zbate sforța
zbate sili
zbate strădui
zbate trudi
crește sări
sări crește
achiziționa cumpăra
cumpăra achiziționa
comprima presa
presa comprima
vizita vedea
vedea vizita
rugini coroda
coroda rugini
pica cădea
cădea pica
distinge remarca
distinge evidenția
remarca distinge
remarca evidenția
evidenția distinge
evidenția remarca
castra emascula
castra jugăni
castra scopi
emascula castra
emascula jugăni
emascula scopi
jugăni castra
jugăni emascula
jugăni scopi
scopi castra
scopi emascula
scopi jugăni
oscila vibra
vibra oscila
hotărî decide
hotărî determina
decide hotărî
decide determina
determina hotărî
determina decide
retarda încetini
retarda întârzia
încetini retarda
încetini întârzia
întârzia retarda
întârzia încetini
hurui urui
urui hurui
susține pretinde
pretinde susține
ajunge deveni
ajunge face
deveni ajunge
deveni face
face ajunge
face deveni
aduna strânge
strânge aduna
aduna strânge
strânge aduna
monitoriza supraveghea
supraveghea monitoriza
ajunge cifra
ajunge ridica
cifra ajunge
cifra ridica
ridica ajunge
ridica cifra
aduce prezenta
prezenta aduce
călăuzi conduce
călăuzi ghida
călăuzi orienta
conduce călăuzi
conduce ghida
conduce orienta
ghida călăuzi
ghida conduce
ghida orienta
orienta călăuzi
orienta conduce
orienta ghida
da întinde
da culca
întinde da
întinde culca
culca da
culca întinde
trezi deschide
deschide trezi
săpa lăsa
lăsa săpa
gusta înfrupta
înfrupta gusta
schimba îngroșa
îngroșa schimba
podi pardosi
pardosi podi
[-i] da [-i] ieși
[-i] ieși [-i] da
hohoti strica
strica hohoti
imagina gândi
gândi imagina
cinematografia filma
filma cinematografia
măcăi măcăni
măcăni măcăi
dirija direcționa
direcționa dirija
reduce restrânge
restrânge reduce
trece parcurge
parcurge trece
schimba [o] întoarce
[o] întoarce schimba
sări repezi
sări brusca
repezi sări
repezi brusca
brusca sări
brusca repezi
trepida bate
bate trepida
depărta distanța
distanța depărta
asocia lega
lega asocia
așterne lăsa
lăsa așterne
reduce rezuma
rezuma reduce
mișca porni
mișca urni
porni mișca
porni urni
urni mișca
urni porni
sforța opinti
opinti sforța
hrăni guverna
guverna hrăni
învârti descurca
descurca învârti
scălda bălăci
bălăci scălda
înveseli însenina
înveseli dispune
însenina înveseli
însenina dispune
dispune înveseli
dispune însenina
neliniști îngrijora
îngrijora neliniști
despărți separa
separa despărți
fi scălda
scălda fi
apărea veni
veni apărea
vinde plasa
plasa vinde
da oferi
oferi da
acomoda [-și] obișnui
[-și] obișnui acomoda
agita frământa
agita zbuciuma
frământa agita
frământa zbuciuma
zbuciuma agita
zbuciuma frământa
ciuguli ciupi
ciupi ciuguli
glosă notă
notă glosă
respinge înceta
înceta respinge
executa interpreta
executa reda
interpreta executa
interpreta reda
reda executa
reda interpreta
da descoperi
da dezvălui
da divulga
descoperi da
descoperi dezvălui
descoperi divulga
dezvălui da
dezvălui descoperi
dezvălui divulga
divulga da
divulga descoperi
divulga dezvălui
învia scula
scula învia
croncăni cârâi
cârâi croncăni
ascunde adăposti
adăposti ascunde
însufleți învia
învia însufleți
ospăta trata
trata ospăta
potrivi ajusta
ajusta potrivi
răsuci rula
rula răsuci
înmuguri îmboboci
îmboboci înmuguri
freca fricționa
fricționa freca
aduna culege
aduna recolta
aduna strânge
culege aduna
culege recolta
culege strânge
recolta aduna
recolta culege
recolta strânge
strânge aduna
strânge culege
strânge recolta
referi viza
viza referi
proveni trage
trage proveni
ateriza cădea
ateriza pica
cădea ateriza
cădea pica
pica ateriza
pica cădea
transfera transmite
transfera dona
transfera cesiona
transmite transfera
transmite dona
transmite cesiona
dona transfera
dona transmite
dona cesiona
cesiona transfera
cesiona transmite
cesiona dona
anticipa prognostica
anticipa pronostica
anticipa profetiza
anticipa profeți
anticipa proroci
prognostica anticipa
prognostica pronostica
prognostica profetiza
prognostica profeți
prognostica proroci
pronostica anticipa
pronostica prognostica
pronostica profetiza
pronostica profeți
pronostica proroci
profetiza anticipa
profetiza prognostica
profetiza pronostica
profetiza profeți
profetiza proroci
profeți anticipa
profeți prognostica
profeți pronostica
profeți profetiza
profeți proroci
proroci anticipa
proroci prognostica
proroci pronostica
proroci profetiza
proroci profeți
cufunda cădea
cădea cufunda
strânge culege
culege strânge
elogia lăuda
lăuda elogia
lepăda debarasa
lepăda scăpa
debarasa lepăda
debarasa scăpa
scăpa lepăda
scăpa debarasa
împărți despărți
împărți divide
împărți diviza
împărți fracționa
împărți scinda
împărți secționa
împărți separa
despărți împărți
despărți divide
despărți diviza
despărți fracționa
despărți scinda
despărți secționa
despărți separa
divide împărți
divide despărți
divide diviza
divide fracționa
divide scinda
divide secționa
divide separa
diviza împărți
diviza despărți
diviza divide
diviza fracționa
diviza scinda
diviza secționa
diviza separa
fracționa împărți
fracționa despărți
fracționa divide
fracționa diviza
fracționa scinda
fracționa secționa
fracționa separa
scinda împărți
scinda despărți
scinda divide
scinda diviza
scinda fracționa
scinda secționa
scinda separa
secționa împărți
secționa despărți
secționa divide
secționa diviza
secționa fracționa
secționa scinda
secționa separa
separa împărți
separa despărți
separa divide
separa diviza
separa fracționa
separa scinda
separa secționa
învăpăia aprinde
aprinde învăpăia
ține prefera
prefera ține
scădea micșora
scădea coborî
micșora scădea
micșora coborî
coborî scădea
coborî micșora
arăta dovedi
arăta vădi
dovedi arăta
dovedi vădi
vădi arăta
vădi dovedi
roade chinui
roade frământa
chinui roade
chinui frământa
frământa roade
frământa chinui
clocoti fierbe
fierbe clocoti
uleia oloi
uleia unge
oloi uleia
oloi unge
unge uleia
unge oloi
descotorosi [o] rupe
[o] rupe descotorosi
dizolva rupe
rupe dizolva
răsădi transplanta
transplanta răsădi
brutaliza maltrata
maltrata brutaliza
citi învăța
citi studia
învăța citi
învăța studia
studia citi
studia învăța
roti învârti
învârti roti
rezuma sistematiza
sistematiza rezuma
vedea ocupa
ocupa vedea
[o] rupe [o] termina
[o] termina [o] rupe
fi proveni
fi trage
proveni fi
proveni trage
trage fi
trage proveni
împletici fâstâci
împletici încurca
fâstâci împletici
fâstâci încurca
încurca împletici
încurca fâstâci
planta răsădi
răsădi planta
aprinde da
da aprinde
conveni împăca
conveni învoi
împăca conveni
împăca învoi
învoi conveni
învoi împăca
crăpa fisura
crăpa plesni
fisura crăpa
fisura plesni
plesni crăpa
plesni fisura
stabili fixa
fixa stabili
anticipa prevedea
prevedea anticipa
memora memoriza
memoriza memora
atârna spânzura
spânzura atârna
înmuia muia
muia înmuia
brusca maltrata
maltrata brusca
întrerupe închide
închide întrerupe
abandona lăsa
lăsa abandona
ținti viza
viza ținti
crea realiza
realiza crea
răcni striga
răcni țipa
răcni urla
răcni zbiera
striga răcni
striga țipa
striga urla
striga zbiera
țipa răcni
țipa striga
țipa urla
țipa zbiera
urla răcni
urla striga
urla țipa
urla zbiera
zbiera răcni
zbiera striga
zbiera țipa
zbiera urla
armoniza concilia
concilia armoniza
fi trage
fi proveni
fi veni
trage fi
trage proveni
trage veni
proveni fi
proveni trage
proveni veni
veni fi
veni trage
veni proveni
amesteca mesteca
mesteca amesteca
înlătura scăpa
înlătura debarasa
înlătura descotorosi
